"","Vendedor","Data","Distância total percorrida (Em km)"
"855","A674","2021-09-11",3.8
"856","A680","2021-09-11",66.93
"857","A711","2021-09-11",4.24
"858","A712","2021-09-11",3.77
"859","A713","2021-09-11",1.68
"860","A714","2021-09-11",21.5
"861","A715","2021-09-11",40
"862","A716","2021-09-11",12.65
"863","A717","2021-09-11",17.88
"864","A718","2021-09-11",13.5
"865","A720","2021-09-11",1.82
"866","A721","2021-09-11",43.02
"867","A722","2021-09-11",12.16
"868","A723","2021-09-11",17.46
"869","A724","2021-09-11",3.41
"870","A725","2021-09-11",42.79
"871","A727","2021-09-11",13.08
"872","A728","2021-09-11",1.53
"873","A729","2021-09-11",3.5
"874","A730","2021-09-11",11.29
"875","A732","2021-09-11",6.29
"876","A733","2021-09-11",0
"877","A736","2021-09-11",5.38
"878","A738","2021-09-11",0
"879","A739","2021-09-11",0
"880","A740","2021-09-11",0
"881","A741","2021-09-11",0
"882","A742","2021-09-11",0
"883","A744","2021-09-11",0
"884","A745","2021-09-11",0
"885","A748","2021-09-11",0
"886","A750","2021-09-11",0
"887","A751","2021-09-11",0
"888","A756","2021-09-11",0
"889","A785","2021-09-11",4.45
"890","A786","2021-09-11",6.33
"891","A793","2021-09-11",0
"892","A796","2021-09-11",9.51
"893","A797","2021-09-11",8.69
"894","A798","2021-09-11",6.49
"895","A801","2021-09-11",5.04
"896","A802","2021-09-11",7.56
"897","A804","2021-09-11",0
"898","A838","2021-09-11",4.82
"899","A839","2021-09-11",0
"900","A841","2021-09-11",0
"901","A842","2021-09-11",0
"902","A843","2021-09-11",0
"903","A844","2021-09-11",0
"904","A845","2021-09-11",0
"905","A850","2021-09-11",0
"906","A851","2021-09-11",0
"907","A852","2021-09-11",8.83
"908","A853","2021-09-11",2.41
"909","A855","2021-09-11",3.96
"910","A856","2021-09-11",5.31
"911","A858","2021-09-11",6.85
"912","A859","2021-09-11",0
"913","A995","2021-09-11",0
"914","A997","2021-09-11",0
"915","A999","2021-09-11",17.49
"916","A001","2021-09-13",25.97
"917","A002","2021-09-13",14.04
"918","A003","2021-09-13",30.01
"919","A005","2021-09-13",2.66
"920","A007","2021-09-13",24.06
"921","A008","2021-09-13",42.44
"922","A009","2021-09-13",4.14
"923","A010","2021-09-13",3.25
"924","A011","2021-09-13",10.69
"925","A012","2021-09-13",28
"926","A013","2021-09-13",5.23
"927","A014","2021-09-13",5.58
"928","A015","2021-09-13",6.15
"929","A016","2021-09-13",4.6
"930","A017","2021-09-13",11.6
"931","A018","2021-09-13",20.93
"932","A019","2021-09-13",26.3
"933","A020","2021-09-13",1.52
"934","A021","2021-09-13",4.98
"935","A036","2021-09-13",0
"936","A037","2021-09-13",13.1
"937","A038","2021-09-13",10.29
"938","A039","2021-09-13",36.8
"939","A041","2021-09-13",10.08
"940","A042","2021-09-13",4.95
"941","A043","2021-09-13",7.67
"942","A044","2021-09-13",7.53
"943","A046","2021-09-13",9.55
"944","A047","2021-09-13",3.02
"945","A048","2021-09-13",10.86
"946","A049","2021-09-13",10.1
"947","A051","2021-09-13",9.4
"948","A053","2021-09-13",8.41
"949","A054","2021-09-13",5.73
"950","A056","2021-09-13",3.95
"951","A057","2021-09-13",28.7
"952","A059","2021-09-13",8.34
"953","A060","2021-09-13",2.86
"954","A061","2021-09-13",24.91
"955","A062","2021-09-13",31.5
"956","A063","2021-09-13",5.51
"957","A064","2021-09-13",10.47
"958","A065","2021-09-13",41.34
"959","A066","2021-09-13",24.95
"960","A067","2021-09-13",9.78
"961","A068","2021-09-13",11.82
"962","A069","2021-09-13",31.74
"963","A070","2021-09-13",112
"964","A071","2021-09-13",9.11
"965","A073","2021-09-13",15.3
"966","A074","2021-09-13",41.72
"967","A075","2021-09-13",4.44
"968","A076","2021-09-13",66.65
"969","A077","2021-09-13",16.35
"970","A078","2021-09-13",10.72
"971","A079","2021-09-13",63.47
"972","A080","2021-09-13",96.65
"973","A081","2021-09-13",30.68
"974","A082","2021-09-13",15.04
"975","A083","2021-09-13",28.79
"976","A084","2021-09-13",25.06
"977","A095","2021-09-13",0
"978","A098","2021-09-13",0
"979","A099","2021-09-13",0
"980","A170","2021-09-13",4.97
"981","A190","2021-09-13",23.03
"982","A192","2021-09-13",5.37
"983","A193","2021-09-13",21.26
"984","A194","2021-09-13",11.83
"985","A195","2021-09-13",0
"986","A196","2021-09-13",27.94
"987","A209","2021-09-13",3.29
"988","A225","2021-09-13",0
"989","A227","2021-09-13",12.91
"990","A230","2021-09-13",3.46
"991","A233","2021-09-13",0
"992","A235","2021-09-13",7.43
"993","A243","2021-09-13",2.23
"994","A244","2021-09-13",2.84
"995","A252","2021-09-13",0
"996","A253","2021-09-13",3.76
"997","A255","2021-09-13",3.51
"998","A287","2021-09-13",15.85
"999","A302","2021-09-13",5.59
"1000","A304","2021-09-13",4.68
"1001","A305","2021-09-13",0
"1002","A306","2021-09-13",18.12
"1003","A307","2021-09-13",60.82
"1004","A334","2021-09-13",10.74
"1005","A364","2021-09-13",0
"1006","A365","2021-09-13",0
"1007","A366","2021-09-13",0
"1008","A368","2021-09-13",0
"1009","A378","2021-09-13",0
"1010","A379","2021-09-13",0
"1011","A382","2021-09-13",0
"1012","A402","2021-09-13",0
"1013","A405","2021-09-13",0
"1014","A406","2021-09-13",0
"1015","A408","2021-09-13",0
"1016","A410","2021-09-13",0
"1017","A417","2021-09-13",0
"1018","A422","2021-09-13",0
"1019","A429","2021-09-13",0
"1020","A431","2021-09-13",0
"1021","A432","2021-09-13",0
"1022","A433","2021-09-13",0
"1023","A445","2021-09-13",0
"1024","A446","2021-09-13",0
"1025","A460","2021-09-13",0
"1026","A466","2021-09-13",0
"1027","A469","2021-09-13",0
"1028","A510","2021-09-13",0
"1029","A511","2021-09-13",6.1
"1030","A544","2021-09-13",6.45
"1031","A546","2021-09-13",0
"1032","A547","2021-09-13",0
"1033","A605","2021-09-13",13.65
"1034","A606","2021-09-13",4.63
"1035","A611","2021-09-13",0
"1036","A613","2021-09-13",0
"1037","A614","2021-09-13",0
"1038","A674","2021-09-13",6.21
"1039","A680","2021-09-13",70.47
"1040","A711","2021-09-13",5.51
"1041","A712","2021-09-13",10.12
"1042","A713","2021-09-13",3.44
"1043","A714","2021-09-13",6.62
"1044","A715","2021-09-13",22.07
"1045","A716","2021-09-13",14.17
"1046","A717","2021-09-13",23.71
"1047","A718","2021-09-13",14.52
"1048","A720","2021-09-13",3.98
"1049","A721","2021-09-13",97.73
"1050","A722","2021-09-13",17.15
"1051","A723","2021-09-13",4.67
"1052","A724","2021-09-13",7.36
"1053","A725","2021-09-13",14.59
"1054","A727","2021-09-13",8.35
"1055","A728","2021-09-13",2.77
"1056","A729","2021-09-13",0.58
"1057","A730","2021-09-13",10.13
"1058","A732","2021-09-13",14.28
"1059","A733","2021-09-13",0
"1060","A736","2021-09-13",5.09
"1061","A738","2021-09-13",0
"1062","A739","2021-09-13",0
"1063","A740","2021-09-13",0
"1064","A741","2021-09-13",0
"1065","A742","2021-09-13",0
"1066","A744","2021-09-13",0
"1067","A745","2021-09-13",0
"1068","A748","2021-09-13",0
"1069","A750","2021-09-13",0
"1070","A751","2021-09-13",0
"1071","A756","2021-09-13",0
"1072","A785","2021-09-13",3.66
"1073","A786","2021-09-13",9.9
"1074","A793","2021-09-13",0
"1075","A796","2021-09-13",4.18
"1076","A797","2021-09-13",8.89
"1077","A798","2021-09-13",6.37
"1078","A801","2021-09-13",5.68
"1079","A802","2021-09-13",29.92
"1080","A804","2021-09-13",0
"1081","A838","2021-09-13",48.2
"1082","A839","2021-09-13",0
"1083","A841","2021-09-13",0
"1084","A842","2021-09-13",0
"1085","A843","2021-09-13",0
"1086","A844","2021-09-13",0
"1087","A845","2021-09-13",0
"1088","A850","2021-09-13",0
"1089","A851","2021-09-13",0
"1090","A852","2021-09-13",26.91
"1091","A853","2021-09-13",5.44
"1092","A855","2021-09-13",12.41
"1093","A856","2021-09-13",0
"1094","A858","2021-09-13",33.43
"1095","A859","2021-09-13",0
"1096","A995","2021-09-13",0
"1097","A997","2021-09-13",0
"1098","A999","2021-09-13",4.67
"1099","A001","2021-09-14",45.13
"1100","A002","2021-09-14",10.3
"1101","A003","2021-09-14",10.04
"1102","A005","2021-09-14",2.28
"1103","A007","2021-09-14",15.91
"1104","A008","2021-09-14",20.12
"1105","A009","2021-09-14",3.07
"1106","A010","2021-09-14",10.16
"1107","A011","2021-09-14",7.61
"1108","A012","2021-09-14",19.97
"1109","A013","2021-09-14",27.97
"1110","A014","2021-09-14",57.76
"1111","A015","2021-09-14",6.77
"1112","A016","2021-09-14",3.67
"1113","A017","2021-09-14",5.47
"1114","A018","2021-09-14",10.91
"1115","A019","2021-09-14",24.17
"1116","A020","2021-09-14",3.12
"1117","A021","2021-09-14",4.65
"1118","A036","2021-09-14",6.18
"1119","A037","2021-09-14",11.12
"1120","A038","2021-09-14",10.07
"1121","A039","2021-09-14",76
"1122","A041","2021-09-14",3.78
"1123","A042","2021-09-14",4.48
"1124","A043","2021-09-14",4.54
"1125","A044","2021-09-14",4.44
"1126","A046","2021-09-14",16.88
"1127","A047","2021-09-14",5.13
"1128","A048","2021-09-14",5.73
"1129","A049","2021-09-14",6.14
"1130","A051","2021-09-14",24.81
"1131","A053","2021-09-14",14.61
"1132","A054","2021-09-14",10.11
"1133","A056","2021-09-14",4.23
"1134","A057","2021-09-14",7.18
"1135","A059","2021-09-14",25.14
"1136","A060","2021-09-14",3.51
"1137","A061","2021-09-14",3.05
"1138","A062","2021-09-14",4.54
"1139","A063","2021-09-14",6.35
"1140","A064","2021-09-14",25.84
"1141","A065","2021-09-14",30.98
"1142","A066","2021-09-14",32.56
"1143","A067","2021-09-14",38.19
"1144","A068","2021-09-14",6.65
"1145","A069","2021-09-14",7.07
"1146","A070","2021-09-14",82.92
"1147","A071","2021-09-14",9.26
"1148","A073","2021-09-14",15.58
"1149","A074","2021-09-14",9.3
"1150","A075","2021-09-14",87.91
"1151","A076","2021-09-14",4
"1152","A077","2021-09-14",2.32
"1153","A078","2021-09-14",28.29
"1154","A079","2021-09-14",3.52
"1155","A080","2021-09-14",10.86
"1156","A081","2021-09-14",33.61
"1157","A082","2021-09-14",71.53
"1158","A083","2021-09-14",36.52
"1159","A084","2021-09-14",20
"1160","A095","2021-09-14",0
"1161","A098","2021-09-14",0
"1162","A099","2021-09-14",0
"1163","A170","2021-09-14",4.71
"1164","A190","2021-09-14",21.25
"1165","A192","2021-09-14",7.9
"1166","A193","2021-09-14",15.89
"1167","A194","2021-09-14",13.94
"1168","A195","2021-09-14",0
"1169","A196","2021-09-14",42.82
"1170","A209","2021-09-14",5.6
"1171","A225","2021-09-14",0
"1172","A227","2021-09-14",10.02
"1173","A230","2021-09-14",2.33
"1174","A233","2021-09-14",0
"1175","A235","2021-09-14",7.47
"1176","A243","2021-09-14",1.86
"1177","A244","2021-09-14",20.05
"1178","A252","2021-09-14",0
"1179","A253","2021-09-14",3.18
"1180","A255","2021-09-14",4.42
"1181","A287","2021-09-14",0
"1182","A302","2021-09-14",6.63
"1183","A304","2021-09-14",7.69
"1184","A305","2021-09-14",0
"1185","A306","2021-09-14",6.13
"1186","A307","2021-09-14",9.55
"1187","A334","2021-09-14",7.88
"1188","A364","2021-09-14",0
"1189","A365","2021-09-14",0
"1190","A366","2021-09-14",0
"1191","A368","2021-09-14",0
"1192","A378","2021-09-14",0
"1193","A379","2021-09-14",0
"1194","A382","2021-09-14",0
"1195","A402","2021-09-14",0
"1196","A405","2021-09-14",0
"1197","A406","2021-09-14",0
"1198","A408","2021-09-14",0
"1199","A410","2021-09-14",0
"1200","A417","2021-09-14",0
"1201","A422","2021-09-14",0
"1202","A429","2021-09-14",0
"1203","A431","2021-09-14",0
"1204","A432","2021-09-14",0
"1205","A433","2021-09-14",9.8
"1206","A445","2021-09-14",0
"1207","A446","2021-09-14",0
"1208","A460","2021-09-14",0
"1209","A466","2021-09-14",0
"1210","A469","2021-09-14",0
"1211","A510","2021-09-14",0
"1212","A511","2021-09-14",3.49
"1213","A544","2021-09-14",6.35
"1214","A546","2021-09-14",0
"1215","A547","2021-09-14",0
"1216","A605","2021-09-14",3.84
"1217","A606","2021-09-14",59.63
"1218","A611","2021-09-14",0
"1219","A613","2021-09-14",0
"1220","A614","2021-09-14",0
"1221","A674","2021-09-14",21.65
"1222","A680","2021-09-14",35.43
"1223","A711","2021-09-14",3.96
"1224","A712","2021-09-14",3.58
"1225","A713","2021-09-14",13.96
"1226","A714","2021-09-14",9.75
"1227","A715","2021-09-14",43.8
"1228","A716","2021-09-14",10.37
"1229","A717","2021-09-14",23.88
"1230","A718","2021-09-14",13.48
"1231","A720","2021-09-14",2.89
"1232","A721","2021-09-14",93.38
"1233","A722","2021-09-14",9.19
"1234","A723","2021-09-14",21.35
"1235","A724","2021-09-14",3.89
"1236","A725","2021-09-14",9.84
"1237","A727","2021-09-14",15.35
"1238","A728","2021-09-14",3.43
"1239","A729","2021-09-14",6.7
"1240","A730","2021-09-14",11.98
"1241","A732","2021-09-14",3.77
"1242","A733","2021-09-14",0
"1243","A736","2021-09-14",4.88
"1244","A738","2021-09-14",0
"1245","A739","2021-09-14",0
"1246","A740","2021-09-14",4.6
"1247","A741","2021-09-14",0
"1248","A742","2021-09-14",0
"1249","A744","2021-09-14",0
"1250","A745","2021-09-14",0
"1251","A748","2021-09-14",0
"1252","A750","2021-09-14",0
"1253","A751","2021-09-14",0
"1254","A756","2021-09-14",0
"1255","A785","2021-09-14",2.69
"1256","A786","2021-09-14",5.79
"1257","A793","2021-09-14",0
"1258","A796","2021-09-14",4.14
"1259","A797","2021-09-14",6.64
"1260","A798","2021-09-14",6.5
"1261","A801","2021-09-14",5.58
"1262","A802","2021-09-14",31.24
"1263","A804","2021-09-14",0
"1264","A838","2021-09-14",5.99
"1265","A839","2021-09-14",0
"1266","A841","2021-09-14",0
"1267","A842","2021-09-14",0
"1268","A843","2021-09-14",0
"1269","A844","2021-09-14",0
"1270","A845","2021-09-14",0
"1271","A850","2021-09-14",0
"1272","A851","2021-09-14",0
"1273","A852","2021-09-14",4.73
"1274","A853","2021-09-14",3.73
"1275","A855","2021-09-14",4.15
"1276","A856","2021-09-14",0
"1277","A858","2021-09-14",5.73
"1278","A859","2021-09-14",0
"1279","A995","2021-09-14",0
"1280","A997","2021-09-14",0
"1281","A999","2021-09-14",24.13
"1282","A001","2021-09-15",57.07
"1283","A002","2021-09-15",28.36
"1284","A003","2021-09-15",36.16
"1285","A005","2021-09-15",5.3
"1286","A007","2021-09-15",16.29
"1287","A008","2021-09-15",25.09
"1288","A009","2021-09-15",4.42
"1289","A010","2021-09-15",2.56
"1290","A011","2021-09-15",40.08
"1291","A012","2021-09-15",26.38
"1292","A013","2021-09-15",58.15
"1293","A014","2021-09-15",20.07
"1294","A015","2021-09-15",7.26
"1295","A016","2021-09-15",5.99
"1296","A017","2021-09-15",3.49
"1297","A018","2021-09-15",24.28
"1298","A019","2021-09-15",26.32
"1299","A020","2021-09-15",5.21
"1300","A021","2021-09-15",6.13
"1301","A036","2021-09-15",23.46
"1302","A037","2021-09-15",17.73
"1303","A038","2021-09-15",9.72
"1304","A039","2021-09-15",51.8
"1305","A041","2021-09-15",5.32
"1306","A042","2021-09-15",3.43
"1307","A043","2021-09-15",6.61
"1308","A044","2021-09-15",9.94
"1309","A046","2021-09-15",7.94
"1310","A047","2021-09-15",2.15
"1311","A048","2021-09-15",11.87
"1312","A049","2021-09-15",5
"1313","A051","2021-09-15",13.6
"1314","A053","2021-09-15",3.5
"1315","A054","2021-09-15",6.13
"1316","A056","2021-09-15",10.66
"1317","A057","2021-09-15",27.19
"1318","A059","2021-09-15",7.77
"1319","A060","2021-09-15",14.76
"1320","A061","2021-09-15",5.48
"1321","A062","2021-09-15",4.93
"1322","A063","2021-09-15",9.22
"1323","A064","2021-09-15",22.67
"1324","A065","2021-09-15",20.41
"1325","A066","2021-09-15",31.23
"1326","A067","2021-09-15",11.92
"1327","A068","2021-09-15",17.93
"1328","A069","2021-09-15",11.17
"1329","A070","2021-09-15",6.61
"1330","A071","2021-09-15",6.3
"1331","A073","2021-09-15",7.78
"1332","A074","2021-09-15",5.68
"1333","A075","2021-09-15",18.42
"1334","A076","2021-09-15",5.53
"1335","A077","2021-09-15",6.58
"1336","A078","2021-09-15",9.64
"1337","A079","2021-09-15",38.45
"1338","A080","2021-09-15",14.49
"1339","A081","2021-09-15",81.54
"1340","A082","2021-09-15",20.13
"1341","A083","2021-09-15",18.7
"1342","A084","2021-09-15",35.78
"1343","A095","2021-09-15",0
"1344","A098","2021-09-15",0
"1345","A099","2021-09-15",0
"1346","A170","2021-09-15",20.21
"1347","A190","2021-09-15",38.88
"1348","A192","2021-09-15",9.01
"1349","A193","2021-09-15",7.24
"1350","A194","2021-09-15",16.62
"1351","A195","2021-09-15",0
"1352","A196","2021-09-15",19.05
"1353","A209","2021-09-15",2.61
"1354","A225","2021-09-15",0
"1355","A227","2021-09-15",6.02
"1356","A230","2021-09-15",4.68
"1357","A233","2021-09-15",0
"1358","A235","2021-09-15",2.83
"1359","A243","2021-09-15",3
"1360","A244","2021-09-15",2.14
"1361","A252","2021-09-15",0
"1362","A253","2021-09-15",4.03
"1363","A255","2021-09-15",9.65
"1364","A287","2021-09-15",0
"1365","A302","2021-09-15",9.41
"1366","A304","2021-09-15",3.28
"1367","A305","2021-09-15",0
"1368","A306","2021-09-15",20.01
"1369","A307","2021-09-15",0
"1370","A334","2021-09-15",13.37
"1371","A364","2021-09-15",0
"1372","A365","2021-09-15",0
"1373","A366","2021-09-15",0
"1374","A368","2021-09-15",0
"1375","A378","2021-09-15",0
"1376","A379","2021-09-15",0
"1377","A382","2021-09-15",0
"1378","A402","2021-09-15",0
"1379","A405","2021-09-15",0
"1380","A406","2021-09-15",0
"1381","A408","2021-09-15",0
"1382","A410","2021-09-15",0
"1383","A417","2021-09-15",0
"1384","A422","2021-09-15",0
"1385","A429","2021-09-15",0
"1386","A431","2021-09-15",0
"1387","A432","2021-09-15",0
"1388","A433","2021-09-15",20.55
"1389","A445","2021-09-15",0
"1390","A446","2021-09-15",0
"1391","A460","2021-09-15",0
"1392","A466","2021-09-15",0
"1393","A469","2021-09-15",0
"1394","A510","2021-09-15",0
"1395","A511","2021-09-15",4
"1396","A544","2021-09-15",10.06
"1397","A546","2021-09-15",0
"1398","A547","2021-09-15",0
"1399","A605","2021-09-15",11.31
"1400","A606","2021-09-15",70.71
"1401","A611","2021-09-15",0
"1402","A613","2021-09-15",0
"1403","A614","2021-09-15",0
"1404","A674","2021-09-15",6.68
"1405","A680","2021-09-15",10.98
"1406","A711","2021-09-15",9.43
"1407","A712","2021-09-15",4.06
"1408","A713","2021-09-15",4.13
"1409","A714","2021-09-15",4.46
"1410","A715","2021-09-15",49.64
"1411","A716","2021-09-15",11.4
"1412","A717","2021-09-15",20.98
"1413","A718","2021-09-15",14.61
"1414","A720","2021-09-15",3.24
"1415","A721","2021-09-15",81.91
"1416","A722","2021-09-15",12.14
"1417","A723","2021-09-15",4.13
"1418","A724","2021-09-15",8.28
"1419","A725","2021-09-15",4.51
"1420","A727","2021-09-15",15.57
"1421","A728","2021-09-15",2.48
"1422","A729","2021-09-15",9.41
"1423","A730","2021-09-15",11.74
"1424","A732","2021-09-15",8.59
"1425","A733","2021-09-15",0
"1426","A736","2021-09-15",5.63
"1427","A738","2021-09-15",0
"1428","A739","2021-09-15",0
"1429","A740","2021-09-15",5.13
